YYYY DOY   X(au)   Y(au)   Z(au)
1982 201  -11.28   -6.18    4.58
1982 203  -11.28   -6.20    4.61
1982 205  -11.29   -6.21    4.61
1982 207  -11.29   -6.23    4.62
1982 209  -11.29   -6.26    4.65
1982 211  -11.31   -6.27    4.65
1982 213  -11.30   -6.29    4.68
1982 215  -11.30   -6.32    4.69
1982 217  -11.32   -6.33    4.69
1982 219  -11.31   -6.35    4.72
1982 221  -11.33   -6.36    4.73
1982 223  -11.33   -6.38    4.73
1982 225  -11.32   -6.40    4.76
1982 227  -11.34   -6.41    4.77
1982 229  -11.34   -6.44    4.77
1982 231  -11.34   -6.44    4.80
1982 233  -11.35   -6.47    4.81
1982 235  -11.35   -6.50    4.81
1982 237  -11.35   -6.50    4.84
1982 239  -11.36   -6.53    4.85
1982 241  -11.37   -6.54    4.85
1982 243  -11.38   -6.57    4.86
1982 245  -11.37   -6.59    4.89
1982 247  -11.38   -6.60    4.89
1982 249  -11.39   -6.63    4.90
1982 251  -11.39   -6.63    4.93
1982 253  -11.39   -6.66    4.93
1982 255  -11.40   -6.69    4.94
1982 257  -11.40   -6.69    4.97
1982 259  -11.40   -6.72    4.98
1982 261  -11.42   -6.73    4.98
1982 263  -11.42   -6.75    5.01
1982 265  -11.41   -6.78    5.02
1982 267  -11.43   -6.79    5.02
1982 269  -11.43   -6.81    5.05
1982 271  -11.43   -6.82    5.06
1982 273  -11.44   -6.85    5.06
1982 275  -11.45   -6.85    5.09
1982 277  -11.45   -6.88    5.10
1982 279  -11.45   -6.91    5.10
1982 281  -11.46   -6.91    5.11
1982 283  -11.46   -6.94    5.14
1982 285  -11.47   -6.94    5.15
1982 287  -11.47   -6.97    5.15
1982 289  -11.48   -6.98    5.18
1982 291  -11.48   -7.01    5.19
1982 293  -11.48   -7.03    5.19
1982 295  -11.49   -7.04    5.23
1982 297  -11.49   -7.07    5.23
1982 299  -11.50   -7.07    5.24
1982 301  -11.50   -7.10    5.24
1982 303  -11.51   -7.11    5.27
1982 305  -11.51   -7.14    5.28
1982 307  -11.51   -7.16    5.29
1982 309  -11.52   -7.17    5.32
1982 311  -11.52   -7.20    5.32
1982 313  -11.54   -7.21    5.33
1982 315  -11.52   -7.23    5.36
1982 317  -11.54   -7.24    5.37
1982 319  -11.54   -7.27    5.37
1982 321  -11.55   -7.27    5.38
1982 323  -11.54   -7.30    5.41
1982 325  -11.55   -7.33    5.42
1982 327  -11.56   -7.34    5.42
1982 329  -11.55   -7.36    5.45
1982 331  -11.57   -7.37    5.46
1982 333  -11.57   -7.40    5.46
1982 335  -11.58   -7.41    5.47
1982 337  -11.57   -7.43    5.50
1982 339  -11.59   -7.44    5.51
1982 341  -11.59   -7.47    5.51
1982 343  -11.58   -7.49    5.55
1982 345  -11.59   -7.50    5.55
1982 347  -11.59   -7.53    5.56
1982 349  -11.61   -7.54    5.56
1982 351  -11.60   -7.56    5.60
1982 353  -11.61   -7.57    5.60
1982 355  -11.61   -7.60    5.61
1982 357  -11.63   -7.61    5.62
1982 359  -11.62   -7.64    5.65
1982 361  -11.63   -7.64    5.65
1982 363  -11.63   -7.67    5.66
1982 365  -11.64   -7.68    5.69
