YYYY DOY   X(au)   Y(au)   Z(au)
1982 293    7.86  -11.43    3.98
1982 295    1.48  -13.81    3.98
1982 297   -5.25  -12.87    4.01
1982 299  -10.73   -8.85    4.02
1982 301  -13.67   -2.71    4.02
1982 303  -13.33    4.10    4.05
1982 305   -9.79    9.96    4.06
1982 307   -3.90   13.42    4.06
1982 309    2.93   13.67    4.09
1982 311    9.08   10.66    4.09
1982 313   13.06    5.09    4.10
1982 315   13.92   -1.71    4.13
1982 317   11.45   -8.14    4.13
1982 319    6.23  -12.61    4.14
1982 321   -0.49  -14.06    4.17
1982 323   -7.11  -12.16    4.17
1982 325  -12.04   -7.35    4.18
1982 327  -14.10   -0.76    4.21
1982 329  -12.77    6.04    4.21
1982 331   -8.39   11.39    4.22
1982 333   -1.99   14.02    4.25
1982 335    4.89   13.30    4.25
1982 337   10.62    9.40    4.26
1982 339   13.83    3.22    4.29
1982 341   13.72   -3.73    4.29
1982 343   10.33   -9.80    4.30
1982 345    4.45  -13.53    4.33
1982 347   -2.50  -14.04    4.33
1982 349   -8.89  -11.17    4.34
1982 351  -13.13   -5.63    4.37
1982 353  -14.24    1.27    4.37
1982 355  -11.95    7.88    4.38
1982 357   -6.79   12.61    4.41
1982 359    0.03   14.35    4.41
1982 361    6.83   12.63    4.42
1982 363   12.01    7.89    4.45
1982 365   14.33    1.25    4.45
